PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
593,0,3," Mr. William James Elsbury",male,47,0,0,A/5 3902,7.25,,S
594,0,3," Miss. Mary Bourke",female,,0,2,364848,7.75,,Q
595,0,2," Mr. John Henry Chapman",male,37,1,0,SC/AH 29037,26,,S
596,0,3," Mr. Jean Baptiste Van Impe",male,36,1,1,345773,24.15,,S
597,1,2," Miss. Jessie Wills Leitch",female,,0,0,248727,33,,S
598,0,3," Mr. Alfred Johnson",male,49,0,0,LINE,0,,S
599,0,3," Mr. Hanna Boulos",male,,0,0,2664,7.225,,C
600,1,1," Sir. Cosmo Edmund (""Mr Morgan"") Duff Gordon",male,49,1,0,PC 17485,56.9292,A20,C
601,1,2," Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn",female,24,2,1,243847,27,,S
602,0,3," Mr. Petco Slabenoff",male,,0,0,349214,7.8958,,S
603,0,1," Mr. Charles H Harrington",male,,0,0,113796,42.4,,S
604,0,3," Mr. Ernst William Torber",male,44,0,0,364511,8.05,,S
605,1,1," Mr. Harry (""Mr E Haven"") Homer",male,35,0,0,111426,26.55,,C
606,0,3," Mr. Edvard Bengtsson Lindell",male,36,1,0,349910,15.55,,S
607,0,3," Mr. Milan Karaic",male,30,0,0,349246,7.8958,,S
608,1,1," Mr. Robert Williams Daniel",male,27,0,0,113804,30.5,,S
609,1,2," Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche",female,22,1,2,SC/Paris 2123,41.5792,,C
610,1,1," Miss. Elizabeth W Shutes",female,40,0,0,PC 17582,153.4625,C125,S
611,0,3," Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson",female,39,1,5,347082,31.275,,S
612,0,3," Mr. Jose Neto Jardin",male,,0,0,SOTON/O.Q. 3101305,7.05,,S
613,1,3," Miss. Margaret Jane Murphy",female,,1,0,367230,15.5,,Q
614,0,3," Mr. John Horgan",male,,0,0,370377,7.75,,Q
615,0,3," Mr. William Alfred Brocklebank",male,35,0,0,364512,8.05,,S
616,1,2," Miss. Alice Herman",female,24,1,2,220845,65,,S
617,0,3," Mr. Ernst Gilbert Danbom",male,34,1,1,347080,14.4,,S
618,0,3," Mrs. William Arthur (Cordelia K Stanlick) Lobb",female,26,1,0,A/5. 3336,16.1,,S
619,1,2," Miss. Marion Louise Becker",female,4,2,1,230136,39,F4,S
620,0,2," Mr. Lawrence Gavey",male,26,0,0,31028,10.5,,S
621,0,3," Mr. Antoni Yasbeck",male,27,1,0,2659,14.4542,,C
622,1,1," Mr. Edwin Nelson Jr Kimball",male,42,1,0,11753,52.5542,D19,S
623,1,3," Mr. Sahid Nakid",male,20,1,1,2653,15.7417,,C
624,0,3," Mr. Henry Damsgaard Hansen",male,21,0,0,350029,7.8542,,S
625,0,3," Mr. David John ""Dai"" Bowen",male,21,0,0,54636,16.1,,S
626,0,1," Mr. Frederick Sutton",male,61,0,0,36963,32.3208,D50,S
627,0,2," Rev. Charles Leonard Kirkland",male,57,0,0,219533,12.35,,Q
628,1,1," Miss. Gretchen Fiske Longley",female,21,0,0,13502,77.9583,D9,S
629,0,3," Mr. Guentcho Bostandyeff",male,26,0,0,349224,7.8958,,S
630,0,3," Mr. Patrick D O'Connell",male,,0,0,334912,7.7333,,Q
631,1,1," Mr. Algernon Henry Wilson Barkworth",male,80,0,0,27042,30,A23,S
632,0,3," Mr. Johan Svensson Lundahl",male,51,0,0,347743,7.0542,,S
633,1,1," Dr. Max Stahelin-Maeglin",male,32,0,0,13214,30.5,B50,C
634,0,1," Mr. William Henry Marsh Parr",male,,0,0,112052,0,,S
635,0,3," Miss. Mabel Skoog",female,9,3,2,347088,27.9,,S
636,1,2," Miss. Mary Davis",female,28,0,0,237668,13,,S
637,0,3," Mr. Antti Gustaf Leinonen",male,32,0,0,STON/O 2. 3101292,7.925,,S
638,0,2," Mr. Harvey Collyer",male,31,1,1,C.A. 31921,26.25,,S
639,0,3," Mrs. Juha (Maria Emilia Ojala) Panula",female,41,0,5,3101295,39.6875,,S
640,0,3," Mr. Percival Thorneycroft",male,,1,0,376564,16.1,,S
641,0,3," Mr. Hans Peder Jensen",male,20,0,0,350050,7.8542,,S
642,1,1," Mlle. Emma Sagesser",female,24,0,0,PC 17477,69.3,B35,C
643,0,3," Miss. Margit Elizabeth Skoog",female,2,3,2,347088,27.9,,S
644,1,3," Mr. Choong Foo",male,,0,0,1601,56.4958,,S
645,1,3," Miss. Eugenie Baclini",female,0.75,2,1,2666,19.2583,,C
646,1,1," Mr. Henry Sleeper Harper",male,48,1,0,PC 17572,76.7292,D33,C
647,0,3," Mr. Liudevit Cor",male,19,0,0,349231,7.8958,,S
648,1,1," Col. Oberst Alfons Simonius-Blumer",male,56,0,0,13213,35.5,A26,C
649,0,3," Mr. Edward Willey",male,,0,0,S.O./P.P. 751,7.55,,S
650,1,3," Miss. Amy Zillah Elsie Stanley",female,23,0,0,CA. 2314,7.55,,S
651,0,3," Mr. Mito Mitkoff",male,,0,0,349221,7.8958,,S
652,1,2," Miss. Elsie Doling",female,18,0,1,231919,23,,S
653,0,3," Mr. Johannes Halvorsen Kalvik",male,21,0,0,8475,8.4333,,S
654,1,3," Miss. Hanora ""Norah"" O'Leary",female,,0,0,330919,7.8292,,Q
655,0,3," Miss. Hanora ""Nora"" Hegarty",female,18,0,0,365226,6.75,,Q
656,0,2," Mr. Leonard Mark Hickman",male,24,2,0,S.O.C. 14879,73.5,,S
657,0,3," Mr. Alexander Radeff",male,,0,0,349223,7.8958,,S
658,0,3," Mrs. John (Catherine) Bourke",female,32,1,1,364849,15.5,,Q
659,0,2," Mr. George Floyd Eitemiller",male,23,0,0,29751,13,,S
660,0,1," Mr. Arthur Webster Newell",male,58,0,2,35273,113.275,D48,C
661,1,1," Dr. Henry William Frauenthal",male,50,2,0,PC 17611,133.65,,S
662,0,3," Mr. Mohamed Badt",male,40,0,0,2623,7.225,,C
663,0,1," Mr. Edward Pomeroy Colley",male,47,0,0,5727,25.5875,E58,S
664,0,3," Mr. Peju Coleff",male,36,0,0,349210,7.4958,,S
665,1,3," Mr. Eino William Lindqvist",male,20,1,0,STON/O 2. 3101285,7.925,,S
666,0,2," Mr. Lewis Hickman",male,32,2,0,S.O.C. 14879,73.5,,S
667,0,2," Mr. Reginald Fenton Butler",male,25,0,0,234686,13,,S
668,0,3," Mr. Knud Paust Rommetvedt",male,,0,0,312993,7.775,,S
669,0,3," Mr. Jacob Cook",male,43,0,0,A/5 3536,8.05,,S
670,1,1," Mrs. Elmer Zebley (Juliet Cummins Wright) Taylor",female,,1,0,19996,52,C126,S
671,1,2," Mrs. Thomas William Solomon (Elizabeth Catherine Ford) Brown",female,40,1,1,29750,39,,S
672,0,1," Mr. Thornton Davidson",male,31,1,0,F.C. 12750,52,B71,S
673,0,2," Mr. Henry Michael Mitchell",male,70,0,0,C.A. 24580,10.5,,S
674,1,2," Mr. Charles Wilhelms",male,31,0,0,244270,13,,S
675,0,2," Mr. Ennis Hastings Watson",male,,0,0,239856,0,,S
676,0,3," Mr. Gustaf Hjalmar Edvardsson",male,18,0,0,349912,7.775,,S
677,0,3," Mr. Frederick Charles Sawyer",male,24.5,0,0,342826,8.05,,S
678,1,3," Miss. Anna Sofia Turja",female,18,0,0,4138,9.8417,,S
679,0,3," Mrs. Frederick (Augusta Tyler) Goodwin",female,43,1,6,CA 2144,46.9,,S
680,1,1," Mr. Thomas Drake Martinez Cardeza",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C
681,0,3," Miss. Katie Peters",female,,0,0,330935,8.1375,,Q
682,1,1," Mr. Hammad Hassab",male,27,0,0,PC 17572,76.7292,D49,C
683,0,3," Mr. Thor Anderson Olsvigen",male,20,0,0,6563,9.225,,S
684,0,3," Mr. Charles Edward Goodwin",male,14,5,2,CA 2144,46.9,,S
685,0,2," Mr. Thomas William Solomon Brown",male,60,1,1,29750,39,,S
686,0,2," Mr. Joseph Philippe Lemercier Laroche",male,25,1,2,SC/Paris 2123,41.5792,,C
687,0,3," Mr. Jaako Arnold Panula",male,14,4,1,3101295,39.6875,,S
688,0,3," Mr. Branko Dakic",male,19,0,0,349228,10.1708,,S
689,0,3," Mr. Eberhard Thelander Fischer",male,18,0,0,350036,7.7958,,S
690,1,1," Miss. Georgette Alexandra Madill",female,15,0,1,24160,211.3375,B5,S
691,1,1," Mr. Albert Adrian Dick",male,31,1,0,17474,57,B20,S
692,1,3," Miss. Manca Karun",female,4,0,1,349256,13.4167,,C
693,1,3," Mr. Ali Lam",male,,0,0,1601,56.4958,,S
694,0,3," Mr. Khalil Saad",male,25,0,0,2672,7.225,,C
695,0,1," Col. John Weir",male,60,0,0,113800,26.55,,S
696,0,2," Mr. Charles Henry Chapman",male,52,0,0,248731,13.5,,S
697,0,3," Mr. James Kelly",male,44,0,0,363592,8.05,,S
698,1,3," Miss. Katherine ""Katie"" Mullens",female,,0,0,35852,7.7333,,Q
699,0,1," Mr. John Borland Thayer",male,49,1,1,17421,110.8833,C68,C
700,0,3," Mr. Adolf Mathias Nicolai Olsen Humblen",male,42,0,0,348121,7.65,F G63,S
701,1,1," Mrs. John Jacob (Madeleine Talmadge Force) Astor",female,18,1,0,PC 17757,227.525,C62 C64,C
702,1,1," Mr. Spencer Victor Silverthorne",male,35,0,0,PC 17475,26.2875,E24,S
703,0,3," Miss. Saiide Barbara",female,18,0,1,2691,14.4542,,C
704,0,3," Mr. Martin Gallagher",male,25,0,0,36864,7.7417,,Q
705,0,3," Mr. Henrik Juul Hansen",male,26,1,0,350025,7.8542,,S
706,0,2," Mr. Henry Samuel (""Mr Henry Marshall"") Morley",male,39,0,0,250655,26,,S
707,1,2," Mrs. Florence ""Fannie"" Kelly",female,45,0,0,223596,13.5,,S
708,1,1," Mr. Edward Pennington Calderhead",male,42,0,0,PC 17476,26.2875,E24,S
709,1,1," Miss. Alice Cleaver",female,22,0,0,113781,151.55,,S
710,1,3," Master. Halim Gonios (""William George"") Moubarek",male,,1,1,2661,15.2458,,C
711,1,1," Mlle. Berthe Antonine (""Mrs de Villiers"") Mayne",female,24,0,0,PC 17482,49.5042,C90,C
712,0,1," Mr. Herman Klaber",male,,0,0,113028,26.55,C124,S
713,1,1," Mr. Elmer Zebley Taylor",male,48,1,0,19996,52,C126,S
714,0,3," Mr. August Viktor Larsson",male,29,0,0,7545,9.4833,,S
715,0,2," Mr. Samuel Greenberg",male,52,0,0,250647,13,,S
716,0,3," Mr. Peter Andreas Lauritz Andersen Soholt",male,19,0,0,348124,7.65,F G73,S
717,1,1," Miss. Caroline Louise Endres",female,38,0,0,PC 17757,227.525,C45,C
718,1,2," Miss. Edwina Celia ""Winnie"" Troutt",female,27,0,0,34218,10.5,E101,S
719,0,3," Mr. Michael McEvoy",male,,0,0,36568,15.5,,Q
720,0,3," Mr. Malkolm Joackim Johnson",male,33,0,0,347062,7.775,,S
721,1,2," Miss. Annie Jessie ""Nina"" Harper",female,6,0,1,248727,33,,S
722,0,3," Mr. Svend Lauritz Jensen",male,17,1,0,350048,7.0542,,S
723,0,2," Mr. William Henry Gillespie",male,34,0,0,12233,13,,S
724,0,2," Mr. Henry Price Hodges",male,50,0,0,250643,13,,S
725,1,1," Mr. Norman Campbell Chambers",male,27,1,0,113806,53.1,E8,S
726,0,3," Mr. Luka Oreskovic",male,20,0,0,315094,8.6625,,S
727,1,2," Mrs. Peter Henry (Lillian Jefferys) Renouf",female,30,3,0,31027,21,,S
728,1,3," Miss. Margareth Mannion",female,,0,0,36866,7.7375,,Q
729,0,2," Mr. Kurt Arnold Gottfrid Bryhl",male,25,1,0,236853,26,,S
730,0,3," Miss. Pieta Sofia Ilmakangas",female,25,1,0,STON/O2. 3101271,7.925,,S
731,1,1," Miss. Elisabeth Walton Allen",female,29,0,0,24160,211.3375,B5,S
732,0,3," Mr. Houssein G N Hassan",male,11,0,0,2699,18.7875,,C
733,0,2," Mr. Robert J Knight",male,,0,0,239855,0,,S
734,0,2," Mr. William John Berriman",male,23,0,0,28425,13,,S
735,0,2," Mr. Moses Aaron Troupiansky",male,23,0,0,233639,13,,S
736,0,3," Mr. Leslie Williams",male,28.5,0,0,54636,16.1,,S
737,0,3," Mrs. Edward (Margaret Ann Watson) Ford",female,48,1,3,W./C. 6608,34.375,,S
738,1,1," Mr. Gustave J Lesurer",male,35,0,0,PC 17755,512.3292,B101,C
739,0,3," Mr. Kanio Ivanoff",male,,0,0,349201,7.8958,,S
740,0,3," Mr. Minko Nankoff",male,,0,0,349218,7.8958,,S
741,1,1," Mr. Walter James Hawksford",male,,0,0,16988,30,D45,S
742,0,1," Mr. Tyrell William Cavendish",male,36,1,0,19877,78.85,C46,S
743,1,1," Miss. Susan Parker ""Suzette"" Ryerson",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C
744,0,3," Mr. Neal McNamee",male,24,1,0,376566,16.1,,S
745,1,3," Mr. Juho Stranden",male,31,0,0,STON/O 2. 3101288,7.925,,S
746,0,1," Capt. Edward Gifford Crosby",male,70,1,1,WE/P 5735,71,B22,S
747,0,3," Mr. Rossmore Edward Abbott",male,16,1,1,C.A. 2673,20.25,,S
748,1,2," Miss. Anna Sinkkonen",female,30,0,0,250648,13,,S
749,0,1," Mr. Daniel Warner Marvin",male,19,1,0,113773,53.1,D30,S
750,0,3," Mr. Michael Connaghton",male,31,0,0,335097,7.75,,Q
751,1,2," Miss. Joan Wells",female,4,1,1,29103,23,,S
752,1,3," Master. Meier Moor",male,6,0,1,392096,12.475,E121,S
753,0,3," Mr. Johannes Joseph Vande Velde",male,33,0,0,345780,9.5,,S
754,0,3," Mr. Lalio Jonkoff",male,23,0,0,349204,7.8958,,S
755,1,2," Mrs. Samuel (Jane Laver) Herman",female,48,1,2,220845,65,,S
756,1,2," Master. Viljo Hamalainen",male,0.67,1,1,250649,14.5,,S
757,0,3," Mr. August Sigfrid Carlsson",male,28,0,0,350042,7.7958,,S
758,0,2," Mr. Percy Andrew Bailey",male,18,0,0,29108,11.5,,S
759,0,3," Mr. Thomas Leonard Theobald",male,34,0,0,363294,8.05,,S
760,1,1," the Countess. of (Lucy Noel Martha Dyer-Edwards) Rothes",female,33,0,0,110152,86.5,B77,S
761,0,3," Mr. John Garfirth",male,,0,0,358585,14.5,,S
762,0,3," Mr. Iisakki Antino Aijo Nirva",male,41,0,0,SOTON/O2 3101272,7.125,,S
763,1,3," Mr. Hanna Assi Barah",male,20,0,0,2663,7.2292,,C
764,1,1," Mrs. William Ernest (Lucile Polk) Carter",female,36,1,2,113760,120,B96 B98,S
765,0,3," Mr. Hans Linus Eklund",male,16,0,0,347074,7.775,,S
766,1,1," Mrs. John C (Anna Andrews) Hogeboom",female,51,1,0,13502,77.9583,D11,S
767,0,1," Dr. Arthur Jackson Brewe",male,,0,0,112379,39.6,,C
768,0,3," Miss. Mary Mangan",female,30.5,0,0,364850,7.75,,Q
769,0,3," Mr. Daniel J Moran",male,,1,0,371110,24.15,,Q
770,0,3," Mr. Daniel Danielsen Gronnestad",male,32,0,0,8471,8.3625,,S
771,0,3," Mr. Rene Aime Lievens",male,24,0,0,345781,9.5,,S
772,0,3," Mr. Niels Peder Jensen",male,48,0,0,350047,7.8542,,S
773,0,2," Mrs. (Mary) Mack",female,57,0,0,S.O./P.P. 3,10.5,E77,S
774,0,3," Mr. Dibo Elias",male,,0,0,2674,7.225,,C
775,1,2," Mrs. Elizabeth (Eliza Needs) Hocking",female,54,1,3,29105,23,,S
776,0,3," Mr. Pehr Fabian Oliver Malkolm Myhrman",male,18,0,0,347078,7.75,,S
777,0,3," Mr. Roger Tobin",male,,0,0,383121,7.75,F38,Q
778,1,3," Miss. Virginia Ethel Emanuel",female,5,0,0,364516,12.475,,S
779,0,3," Mr. Thomas J Kilgannon",male,,0,0,36865,7.7375,,Q
780,1,1," Mrs. Edward Scott (Elisabeth Walton McMillan) Robert",female,43,0,1,24160,211.3375,B3,S
781,1,3," Miss. Banoura Ayoub",female,13,0,0,2687,7.2292,,C
782,1,1," Mrs. Albert Adrian (Vera Gillespie) Dick",female,17,1,0,17474,57,B20,S
783,0,1," Mr. Milton Clyde Long",male,29,0,0,113501,30,D6,S
784,0,3," Mr. Andrew G Johnston",male,,1,2,W./C. 6607,23.45,,S
785,0,3," Mr. William Ali",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S
786,0,3," Mr. Abraham (David Lishin) Harmer",male,25,0,0,374887,7.25,,S
787,1,3," Miss. Anna Sofia Sjoblom",female,18,0,0,3101265,7.4958,,S
788,0,3," Master. George Hugh Rice",male,8,4,1,382652,29.125,,Q
789,1,3," Master. Bertram Vere Dean",male,1,1,2,C.A. 2315,20.575,,S
790,0,1," Mr. Benjamin Guggenheim",male,46,0,0,PC 17593,79.2,B82 B84,C
791,0,3," Mr. Andrew ""Andy"" Keane",male,,0,0,12460,7.75,,Q
792,0,2," Mr. Alfred Gaskell",male,16,0,0,239865,26,,S
793,0,3," Miss. Stella Anna Sage",female,,8,2,CA. 2343,69.55,,S
794,0,1," Mr. William Fisher Hoyt",male,,0,0,PC 17600,30.6958,,C
795,0,3," Mr. Ristiu Dantcheff",male,25,0,0,349203,7.8958,,S
796,0,2," Mr. Richard Otter",male,39,0,0,28213,13,,S
797,1,1," Dr. Alice (Farnham) Leader",female,49,0,0,17465,25.9292,D17,S
798,1,3," Mrs. Mara Osman",female,31,0,0,349244,8.6833,,S
799,0,3," Mr. Yousseff Ibrahim Shawah",male,30,0,0,2685,7.2292,,C
800,0,3," Mrs. Jean Baptiste (Rosalie Paula Govaert) Van Impe",female,30,1,1,345773,24.15,,S
801,0,2," Mr. Martin Ponesell",male,34,0,0,250647,13,,S
802,1,2," Mrs. Harvey (Charlotte Annie Tate) Collyer",female,31,1,1,C.A. 31921,26.25,,S
803,1,1," Master. William Thornton II Carter",male,11,1,2,113760,120,B96 B98,S
804,1,3," Master. Assad Alexander Thomas",male,0.42,0,1,2625,8.5167,,C
805,1,3," Mr. Oskar Arvid Hedman",male,27,0,0,347089,6.975,,S
806,0,3," Mr. Karl Johan Johansson",male,31,0,0,347063,7.775,,S
807,0,1," Mr. Thomas Jr Andrews",male,39,0,0,112050,0,A36,S
808,0,3," Miss. Ellen Natalia Pettersson",female,18,0,0,347087,7.775,,S
809,0,2," Mr. August Meyer",male,39,0,0,248723,13,,S
810,1,1," Mrs. Norman Campbell (Bertha Griggs) Chambers",female,33,1,0,113806,53.1,E8,S
811,0,3," Mr. William Alexander",male,26,0,0,3474,7.8875,,S
812,0,3," Mr. James Lester",male,39,0,0,A/4 48871,24.15,,S
813,0,2," Mr. Richard James Slemen",male,35,0,0,28206,10.5,,S
814,0,3," Miss. Ebba Iris Alfrida Andersson",female,6,4,2,347082,31.275,,S
815,0,3," Mr. Ernest Portage Tomlin",male,30.5,0,0,364499,8.05,,S
816,0,1," Mr. Richard Fry",male,,0,0,112058,0,B102,S
817,0,3," Miss. Wendla Maria Heininen",female,23,0,0,STON/O2. 3101290,7.925,,S
818,0,2," Mr. Albert Mallet",male,31,1,1,S.C./PARIS 2079,37.0042,,C
819,0,3," Mr. John Fredrik Alexander Holm",male,43,0,0,C 7075,6.45,,S
820,0,3," Master. Karl Thorsten Skoog",male,10,3,2,347088,27.9,,S
821,1,1," Mrs. Charles Melville (Clara Jennings Gregg) Hays",female,52,1,1,12749,93.5,B69,S
822,1,3," Mr. Nikola Lulic",male,27,0,0,315098,8.6625,,S
823,0,1," Jonkheer. John George Reuchlin",male,38,0,0,19972,0,,S
824,1,3," Mrs. (Beila) Moor",female,27,0,1,392096,12.475,E121,S
825,0,3," Master. Urho Abraham Panula",male,2,4,1,3101295,39.6875,,S
826,0,3," Mr. John Flynn",male,,0,0,368323,6.95,,Q
827,0,3," Mr. Len Lam",male,,0,0,1601,56.4958,,S
828,1,2," Master. Andre Mallet",male,1,0,2,S.C./PARIS 2079,37.0042,,C
829,1,3," Mr. Thomas Joseph McCormack",male,,0,0,367228,7.75,,Q
830,1,1,"Mrs. George Nelson (Martha Evelyn) Stone",female,62,0,0,113572,80,B28,
831,1,3,"Mrs. Antoni (Selini Alexander) Yasbeck", female,15,1,0,2659,14.4542,,C
832,1,2," Master. George Sibley Richards",male,0.83,1,1,29106,18.75,,S
833,0,3," Mr. Amin Saad",male,,0,0,2671,7.2292,,C
834,0,3," Mr. Albert Augustsson",male,23,0,0,347468,7.8542,,S
835,0,3," Mr. Owen George Allum",male,18,0,0,2223,8.3,,S
836,1,1," Miss. Sara Rebecca Compton",female,39,1,1,PC 17756,83.1583,E49,C
837,0,3," Mr. Jakob Pasic",male,21,0,0,315097,8.6625,,S
838,0,3," Mr. Maurice Sirota",male,,0,0,392092,8.05,,S
839,1,3," Mr. Chang Chip",male,32,0,0,1601,56.4958,,S
840,1,1," Mr. Pierre Marechal",male,,0,0,11774,29.7,C47,C
841,0,3," Mr. Ilmari Rudolf Alhomaki",male,20,0,0,SOTON/O2 3101287,7.925,,S
842,0,2," Mr. Thomas Charles Mudd",male,16,0,0,S.O./P.P. 3,10.5,,S
843,1,1," Miss. Augusta Serepeca",female,30,0,0,113798,31,,C
844,0,3," Mr. Peter L Lemberopolous",male,34.5,0,0,2683,6.4375,,C
845,0,3," Mr. Jeso Culumovic",male,17,0,0,315090,8.6625,,S
846,0,3," Mr. Anthony Abbing",male,42,0,0,C.A. 5547,7.55,,S
847,0,3," Mr. Douglas Bullen Sage",male,,8,2,CA. 2343,69.55,,S
848,0,3," Mr. Marin Markoff",male,35,0,0,349213,7.8958,,C
849,0,2," Rev. John Harper",male,28,0,1,248727,33,,S
850,1,1," Mrs. Samuel L (Edwiga Grabowska) Goldenberg",female,,1,0,17453,89.1042,C92,C
851,0,3," Master. Sigvard Harald Elias Andersson",male,4,4,2,347082,31.275,,S
852,0,3," Mr. Johan Svensson",male,74,0,0,347060,7.775,,S
853,0,3," Miss. Nourelain Boulos",female,9,1,1,2678,15.2458,,C
854,1,1," Miss. Mary Conover Lines",female,16,0,1,PC 17592,39.4,D28,S
855,0,2," Mrs. Ernest Courtenay (Lilian Hughes) Carter",female,44,1,0,244252,26,,S
856,1,3," Mrs. Sam (Leah Rosen) Aks",female,18,0,1,392091,9.35,,S
857,1,1," Mrs. George Dennick (Mary Hitchcock) Wick",female,45,1,1,36928,164.8667,,S
858,1,1," Mr. Peter Denis  Daly",male,51,0,0,113055,26.55,E17,S
859,1,3," Mrs. Solomon (Latifa Qurban) Baclini",female,24,0,3,2666,19.2583,,C
860,0,3," Mr. Raihed Razi",male,,0,0,2629,7.2292,,C
861,0,3," Mr. Claus Peter Hansen",male,41,2,0,350026,14.1083,,S
862,0,2," Mr. Frederick Edward Giles",male,21,1,0,28134,11.5,,S
863,1,1," Mrs. Frederick Joel (Margaret Welles Barron) Swift",female,48,0,0,17466,25.9292,D17,S
864,0,3," Miss. Dorothy Edith ""Dolly"" Sage",female,,8,2,CA. 2343,69.55,,S
865,0,2," Mr. John William Gill",male,24,0,0,233866,13,,S
866,1,2," Mrs. (Karolina) Bystrom",female,42,0,0,236852,13,,S
867,1,2," Miss. Asuncion Duran y More",female,27,1,0,SC/PARIS 2149,13.8583,,C
868,0,1," Mr. Washington Augustus II Roebling",male,31,0,0,PC 17590,50.4958,A24,S
869,0,3," Mr. Philemon van Melkebeke",male,,0,0,345777,9.5,,S
870,1,3," Master. Harold Theodor Johnson",male,4,1,1,347742,11.1333,,S
871,0,3," Mr. Cerin Balkic",male,26,0,0,349248,7.8958,,S
872,1,1," Mrs. Richard Leonard (Sallie Monypeny) Beckwith",female,47,1,1,11751,52.5542,D35,S
873,0,1," Mr. Frans Olof Carlsson",male,33,0,0,695,5,B51 B53 B55,S
874,0,3," Mr. Victor Vander Cruyssen",male,47,0,0,345765,9,,S
875,1,2," Mrs. Samuel (Hannah Wizosky) Abelson",female,28,1,0,P/PP 3381,24,,C
876,1,3," Miss. Adele Kiamie ""Jane"" Najib",female,15,0,0,2667,7.225,,C
877,0,3," Mr. Alfred Ossian Gustafsson",male,20,0,0,7534,9.8458,,S
878,0,3," Mr. Nedelio Petroff",male,19,0,0,349212,7.8958,,S
879,0,3," Mr. Kristo Laleff",male,,0,0,349217,7.8958,,S
880,1,1," Mrs. Thomas Jr (Lily Alexenia Wilson) Potter",female,56,0,1,11767,83.1583,C50,C
881,1,2," Mrs. William (Imanita Parrish Hall) Shelley",female,25,0,1,230433,26,,S
882,0,3," Mr. Johann Markun",male,33,0,0,349257,7.8958,,S
883,0,3," Miss. Gerda Ulrika Dahlberg",female,22,0,0,7552,10.5167,,S
884,0,2," Mr. Frederick James Banfield",male,28,0,0,C.A./SOTON 34068,10.5,,S
885,0,3," Mr. Henry Jr Sutehall",male,25,0,0,SOTON/OQ 392076,7.05,,S
886,0,3," Mrs. William (Margaret Norton) Rice",female,39,0,5,382652,29.125,,Q
887,0,2," Rev. Juozas Montvila",male,27,0,0,211536,13,,S
888,1,1," Miss. Margaret Edith Graham",female,19,0,0,112053,30,B42,S
889,0,3," Miss. Catherine Helen ""Carrie"" Johnston",female,,1,2,W./C. 6607,23.45,,S
890,1,1," Mr. Karl Howell Behr",male,26,0,0,111369,30,C148,C
891,0,3," Mr. Patrick Dooley",male,32,0,0,370376,7.75,,Q
